type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.02169835877550304,0.06185847136381554,0.030624981228135503,0.24999028099140777
self,0.06589642156588027,0.6074515201894681,0.22833930179777903,0.6295423348875627
