type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.01096387835989645,0.036258268585796255,0.01602901025300815,0.1494524470600755
self,0.0383277257637979,0.35056426465658297,0.17871740562589683,0.3580323417267196
