type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.0183706444363834,0.06183164887659363,0.03090721095625538,0.15949300407951475
self,0.06242488956227999,0.6057582932735738,0.23102873001909796,0.39380658969439986
