type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.9159673077591319,0.8962006407197834,0.8617838298433449,1.122908479932873
self,0.9087019211343877,1.2041799981692196,0.886253846895613,1.2164685212202926
