type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.03240107708619392,0.041116527148134956,0.005819021974239599,0.10704988254978254
self,0.17846450739622097,0.4301278826655751,0.042436571449230215,0.317015803686622
