type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.04228828126140542,0.05777914337140133,0.004686217481955136,0.08628152362477551
self,0.17166653787513664,0.28947072598255646,0.02029936418673214,0.23589151112485038
