type,mse_deep,mse_mnl,mse_rcl,mse_single,rmse_deep,rmse_mnl,rmse_rcl,rmse_single
cross,0.004215663881128785,0.03492372482477611,0.00046259996354400544,0.012913009454380836,0.06492814398339741,0.186878904172665,0.021508137147228847,0.11363542341356782
self,0.01981983901480068,1.6490090911120774,0.005427197647017393,0.08315206215551221,0.14078295001455496,1.284137489177883,0.0736695164027659,0.2883609927773037
