type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.0298956638051599,0.0491975807521773,0.0029931020718572997,0.061590217137138
self,0.1203971252814548,0.14719331647838604,0.012501844079152249,0.18019409468023612
