type,mse_deep,mse_mnl,mse_rcl,mse_single,rmse_deep,rmse_mnl,rmse_rcl,rmse_single
cross,15.112942734121882,16.886147904635525,17.042489302682146,17.192265385166408,3.8875368466577758,4.1092758370101565,4.12825499487158,4.146355675188322
self,6.24215744217685,4.635875894988089,5.400437988521201,4.642165277022572,2.4984309960807103,2.153108426203402,2.323884245938511,2.1545684665432594
