market_id,i,j,old_price,new_price,type,true_elasticity,pred_elasticity_deep,pred_elasticity_rcl,pred_elasticity_mnl,pred_elasticity_single,price_i,error_deep,error_rcl,error_mnl,error_single
0.0,0,0,3.4100465860790155,3.7510512446869173,self,0.04386408901346473,0.36964464,4.541327,-6.6874976,0.013197694,3.4100465860790155,0.325780552862756,4.4974629106508415,-6.731361704827674,-0.030666395039685053
0.0,0,1,0.8739853293051421,0.8739853293051421,cross,0.016297862266269877,-0.1812213,0.028350966,0.00027891048,0.2949588,3.4100465860790155,-0.19751916859027502,0.012053103784951016,-0.016018951789788335,0.27866093781116846
0.0,0,2,1.9314549617320682,1.9314549617320682,cross,-0.009091165121640876,-0.025741067,-0.015690023,0.00027859915,0.33873275,3.4100465860790155,-0.016649901662025735,-0.006598857957873627,0.009369764274448023,0.34782391434535
0.0,0,3,3.7832903547545635,3.7832903547545635,cross,-0.05081663694938518,-0.0866647,-1.0141197,0.00027833736,-0.08196362,3.4100465860790155,-0.035848062068616376,-0.9633031073514571,0.05109497431323737,-0.031146984130536542
0.0,0,4,2.96997841449534,2.96997841449534,cross,-0.03336493887879027,-0.0944915,-0.2793821,0.0002784823,-0.2383559,3.4100465860790155,-0.06112655780337678,-0.24601717076323854,0.033643421179718136,-0.2049909659387909
1.0,0,0,3.8752214070507676,4.262743547755845,self,0.25347899466187873,1.7420505,0.4690181,-7.151044,0.27608335,3.8752214070507676,1.4885715338644274,0.21553910703032098,-7.404522886568617,0.02260435551970086
1.0,0,1,2.887853300401656,2.887853300401656,cross,-0.3459549601492519,-0.19116676,-2.3126535,8.753071e-06,-0.5111152,3.8752214070507676,0.15478820161195944,-1.9666985814156894,0.34596371321993974,-0.16516023321775247
1.0,0,2,0.12983267009492616,0.12983267009492616,cross,-0.0010359338022123408,0.0740694,-0.014458804,8.733689e-06,0.23547973,3.8752214070507676,0.075105336914147,-0.013422870589112179,0.001044667491568063,0.23651566118964062
1.0,0,3,0.48809789744807475,0.48809789744807475,cross,-0.022605789246105176,0.1550233,-0.050733652,9.052632e-06,0.29844472,3.8752214070507676,0.17762909585430525,-0.028127862719751377,0.02261484187797241,0.3210505073685875
1.0,0,4,0.08152128981114704,0.08152128981114704,cross,-0.0007425403102064103,0.3321451,-0.005630574,9.151791e-06,-0.5681113,3.8752214070507676,0.3328876351817274,-0.004888033878920081,0.0007516921015524951,-0.5673687601582384
2.0,0,0,1.1265048893199898,1.2391553782519888,self,-0.4277176674787043,-0.41974205,-1.6241031,-2.9828808,-0.4797676,1.1265048893199898,0.007975619691991676,-1.1963854018267157,-2.5551631632860663,-0.05204992328248037
2.0,0,1,3.6380668769568416,3.6380668769568416,cross,-0.03872148959558237,0.038852487,-0.007175151,0.10831313,-0.17805633,1.1265048893199898,0.07757397635500658,0.031546338802536614,0.14703461794774758,-0.1393348398931719
