type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.03823636625513274,0.0398184171327114,0.008013221195973348,0.11013980599898501
self,0.27888887012331426,0.4021883298935196,0.07675663359728313,0.3817911836518688
