type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.04194878304888955,0.1910984243495073,0.33497018461515027,0.037818322032738855
self,0.06090754370979925,0.6757643890913994,0.39286589085100376,0.05730048272282995
