type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.037752754971211944,0.07891658123152501,0.06934460955291094,0.1136804487170292
self,0.09520249996731675,5.089238406450843,0.9638233000977816,0.1545213395542556
