type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.0245718279835976,0.065193426356663,0.00649644643309075,0.05007801337662105
self,0.04883908535455185,0.4500088520615526,0.02885237425902785,0.1015704178743431
