type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.015059643425047349,0.00092467665672295,0.00029019688372495,0.011805632151663251
self,0.0238824319094419,0.0045118068810552,0.0012014145613647499,0.01183190569281575
