type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.20242057028923896,0.09488003957560767,0.09982418556549211,0.40449655104257093
self,0.7401159357889485,0.6860921563739122,0.712647674382472,1.2103554079204002
