type,mse_deep,mse_mnl,mse_rcl,mse_single,rmse_deep,rmse_mnl,rmse_rcl,rmse_single
cross,0.002949460092680527,0.023893798057503565,0.21179089243257312,0.3272958882323415,0.05430893197882395,0.15457618852043017,0.4602074449990712,0.572097796038703
self,0.023244097650693928,29.612179788655382,5.27477804740181,0.9355235371261406,0.15246015102542018,5.4417074332102215,2.2966884959440645,0.9672246570089807
