type,mse_deep,mse_mnl,mse_rcl,mse_single,rmse_deep,rmse_mnl,rmse_rcl,rmse_single
cross,0.3725845969823543,0.2644532948683838,0.2645040063300851,0.6374893661469442,0.6103970814005866,0.5142502259293464,0.5142995297782073,0.7984293119287043
self,2.0879799692786016,1.9203206006343294,1.927773552523059,3.9306443762702603,1.4449844183514926,1.3857563280152574,1.388442851731053,1.9825852759138156
