type,mse_deep,mse_mnl,mse_rcl,mse_single,rmse_deep,rmse_mnl,rmse_rcl,rmse_single
cross,0.0023358964005271154,0.0028927350906167745,0.00010197015119355895,0.02275634410324423,0.04833111213832261,0.053784152783294584,0.010098027094118878,0.15085206032150913
self,0.0645465741368241,0.4179637769319985,0.005506384377200123,0.17973587122885454,0.2540601781799424,0.6465011809208073,0.07420501584933543,0.4239526756948876
