type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.04863141657908215,0.08268592218140144,0.0502816940851297,0.1897474311925534
self,0.09776630915216565,0.6916992476341012,0.3753049598813547,0.42882416979243015
