type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.09012719792660334,0.0042466637291757,0.00473036174662405,0.2109591313069909
self,0.32452043852305484,0.2006902119943071,0.23565244674682578,0.8265796001376248
