type,mse_deep,mse_mnl,mse_rcl,mse_single,rmse_deep,rmse_mnl,rmse_rcl,rmse_single
cross,2.4624959895387355,76.86459343858324,71.44738858177762,3.5593858667554548,1.5692342048077894,8.76724548752818,8.452655711773525,1.886633474407643
self,0.21157028926898971,2.7386526667693403,1.9514103153863998,0.09993688477837023,0.45996770459347436,1.6548875087960935,1.3969288870183765,0.316127956337889
