type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.1979497744120953,0.09185320535806896,0.10614884993232519,0.3210901454438779
self,0.7461759443807868,0.6416052240763758,0.704199682905048,1.3503977245476373
