type,mse_deep,mse_mnl,mse_rcl,mse_single,rmse_deep,rmse_mnl,rmse_rcl,rmse_single
cross,23.455798229976455,36.27605311734056,36.38590795077366,32.937469282176636,4.84311864710916,6.0229604944197135,6.0320732713366185,5.739117465445069
self,22.0208478916578,4.058063358699074,4.110708674749031,4.059864320951494,4.692637626288418,2.0144635411689817,2.0274882674750625,2.01491049948912
