type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.015039938343911052,0.0435685979408572,0.037206897120461754,0.25522954297570105
self,0.056608024355203,5.427802556751358,1.1961351991029288,0.611946564303992
