type,mse_deep,mse_mnl,mse_rcl,mse_single,rmse_deep,rmse_mnl,rmse_rcl,rmse_single
cross,0.46506777724037385,0.2836965449027614,0.2944161554401421,0.6027226423866954,0.6819587797223332,0.5326317160128201,0.5426012858813939,0.7763521381349415
self,1.837509111938198,1.6834069439073758,1.768415993032177,3.947816264146212,1.3555475321574666,1.297461731191859,1.329818030044779,1.9869112371080426
