type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.05742422580690288,0.10033618164420637,0.09255057686370968,0.23421707719042115
self,0.15213487179142943,0.9358148567909401,0.30036538552099756,0.8567513231417743
