type,mse_deep,mse_mnl,mse_rcl,mse_single,rmse_deep,rmse_mnl,rmse_rcl,rmse_single
cross,0.0010751398413698136,2.823820018307254e-06,3.262794805347988e-07,0.0020601240584734383,0.03278932511305796,0.0016804225713514009,0.0005712087889159259,0.045388589518439965
self,0.003140549900652893,3.899277027466624e-05,5.460128443351183e-06,0.002156020224384072,0.05604060938866469,0.006244419130284756,0.002336691773287864,0.04643296484593754
