,J,K,M,dg,seed,mse_deep,mae_deep,mse_rcl,mae_rcl,mse_mnl,mae_mnl,mse_single,mae_single,mse_random,mae_random
0,10,0,100,rcl_sin,7456,2.424598435354885e-05,0.002815299173867612,0.0002662811761211497,0.011265766881460576,0.0012109092426400324,0.02788367934030829,0.002213584160890447,0.033805314744365635,0.002784727517612778,0.03834616370079271
0,10,0,100,rcl_sin,145609,3.192118419853192e-05,0.00354736502468071,0.0001479348678023151,0.008203455477806631,0.0010633492821988666,0.027812642922465356,0.0019510407052313599,0.031480404112188894,0.0030871152500049222,0.04081905541141816
0,10,0,100,rcl_sin,214341,2.8145512684286025e-05,0.0031400937186054846,0.0004225851474227493,0.011067485926039984,0.0010630151915370998,0.027142376844511987,0.002374190159700223,0.03423284587807724,0.002483202366936068,0.03812550921731972
0,10,0,100,rcl_sin,237639,4.5683749110068515e-05,0.004494328743756219,0.00031513404777201606,0.010405582220854635,0.001264712258587211,0.02915686405937943,0.0019406789432401283,0.031156056736529183,0.0031909805583867495,0.040602517383805076
0,10,0,100,rcl_sin,148649,1.6459246563893156e-05,0.0026215468965383004,7.447722170835323e-05,0.00583916059366891,0.0011347512903139407,0.029105880427615194,0.0024506205014930764,0.034111865283459684,0.0027981503196714903,0.03862303249603058
0,10,0,100,rcl_sin,763490,2.2148461280089347e-05,0.003171694657806624,0.000325577691277167,0.011485683200665927,0.0011310123810255076,0.02813386557935213,0.002019274284756542,0.03327618366062882,0.0023813893586738734,0.03698295669683942
0,10,0,100,rcl_sin,677253,1.4883115637711447e-05,0.0025063221841476486,0.00017040448360406871,0.008815919525177063,0.0010819282248475432,0.026725244472766193,0.0017656279937911983,0.02982153863360122,0.0027637316506908794,0.040055756139569285
0,10,0,100,rcl_sin,560404,1.7715603815597083e-05,0.00258887215505498,0.0003774130074874965,0.012352203184628112,0.0009741097373628724,0.025511902556082138,0.0021568172549012387,0.031437671082861475,0.003195107547180311,0.042868559086213766
0,10,0,100,rcl_sin,591830,1.2863656121352315e-05,0.0024163404888862734,0.0003014496297514735,0.0086738660573488,0.001412021393518984,0.030590749996245385,0.0013488449914803896,0.02576979104053163,0.00293890145746209,0.03814093831818344
0,10,0,100,rcl_sin,84947,3.5700319713789535e-05,0.0034930047341735857,0.0005662754434439144,0.013257264089375213,0.001278229725641316,0.029278395226301893,0.0016682685208624576,0.028677853350027753,0.0023942012472687475,0.03666993021050899
0,10,0,100,rcl_sin,26672,2.1257495326298115e-05,0.002982020582602279,0.00016045435193074096,0.008082219085706515,0.00114734454228135,0.02739595545475904,0.0016623916505628406,0.027366921412932257,0.003284983594281098,0.040821778254117015
0,10,0,100,rcl_sin,184535,9.633737580235352e-06,0.002032131008379224,0.00023420287188202099,0.00997095526486068,0.001207528081452148,0.028503289594914598,0.002121492001490593,0.0310230755265741,0.0030213752184268996,0.040100208686708105
0,10,0,100,rcl_sin,874369,2.0635642698586948e-05,0.002876544305968931,0.0004610429456477848,0.013976317098943576,0.001285109305341348,0.02907719835587221,0.00199649278875759,0.0328437106602422,0.0030014564127300585,0.03923756974793938
0,10,0,100,rcl_sin,39876,2.114722021692209e-05,0.0026929835014295567,0.0003084352655623928,0.010468393058604893,0.0011419819844151041,0.02783620184195265,0.0018004353405842485,0.029073860537494188,0.002302390903433676,0.03637826699764341
0,10,0,100,rcl_sin,738836,6.871248239216725e-06,0.001691680804481826,0.0004051236085273969,0.01286640222629317,0.0011891123239496724,0.02885191036794264,0.00223240551846529,0.03338146660136604,0.002518742764004429,0.03767692853925204
0,10,0,100,rcl_sin,100589,1.4024012826510614e-05,0.0024797114910795667,0.00037655755429937096,0.011971401119732852,0.0012278739747390824,0.028623699452049,0.002312502637313711,0.03364566925127822,0.0025096035140988082,0.0371708678239343
0,10,0,100,rcl_sin,812811,2.4740965988569114e-05,0.003579850793398626,0.00020199829042903707,0.008497381587751686,0.0011070598188462817,0.026853710347918624,0.0016216483257981585,0.030151676532143058,0.0028097867904749267,0.03878149785446227
0,10,0,100,rcl_sin,75122,1.5266570458197704e-05,0.00241280404464221,0.0004328298397520064,0.010210811620455219,0.00125144818207431,0.028421442745543857,0.003057400152962886,0.038091902240052336,0.0025102550580706163,0.03673302358729715
0,10,0,100,rcl_sin,182935,1.5188149058540614e-05,0.002596159473268195,0.00026156744751260915,0.00980126118859,0.0009793735300503226,0.025521722260709156,0.0021159057720178146,0.03312325271743535,0.002429319770226188,0.037743979629922944
0,10,0,100,rcl_sin,911677,2.7256992721384705e-05,0.0038340465794342114,0.00013131505764655285,0.007309569971371066,0.001213296184561,0.029563518272919767,0.0016146528216319917,0.028480746034130644,0.003169594497898117,0.039768050182943646
