type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.03904877991120437,0.038542247031578374,0.004905173005075565,0.10804315121457972
self,0.2117274695536992,0.43402436272048783,0.03873581282820364,0.3304510441933701
