type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.29997160279075474,0.15033802627105647,0.15905711598306854,0.43384555736748065
self,0.5917153713189147,0.5061159784626346,0.5416295035707055,0.7603205747370407
