type,mse_deep,mse_mnl,mse_rcl,mse_single,rmse_deep,rmse_mnl,rmse_rcl,rmse_single
cross,22.938178825145393,34.519540652168295,34.621911673183874,31.21772883425401,4.789381883410989,5.875333237542216,5.884038721251235,5.587282777366294
self,3.5497882226128703,3.9151501291608373,3.9422471670007613,3.9429779708831973,1.8840881674202166,1.9786738309182839,1.9855092966291448,1.9856933224652786
