type,mse_deep,mse_mnl,mse_rcl,mse_single,rmse_deep,rmse_mnl,rmse_rcl,rmse_single
cross,0.01106728422138925,0.03389546403187348,0.030773195821973687,0.1195559147428414,0.10520116074164415,0.18410720798456937,0.1754229056365607,0.345768585534952
self,0.08461035813006133,1.4457646601584206,0.18635285758572592,1.541133051018151,0.2908785968923484,1.2023995426472935,0.4316860636918059,1.241423799924164
