type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.0272087914423689,0.033201693112880695,0.0039554161160462,0.09706329386873555
self,0.17948593204209914,0.20386223212000704,0.036705383723747154,0.3767700824148389
