type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.0290771353778441,0.06902648621680095,0.06401965822699385,0.06600564087863744
self,0.05580115725988805,0.5330126762010733,0.2467347776250864,0.14592117351165765
