type,mse_deep,mse_mnl,mse_rcl,mse_single,rmse_deep,rmse_mnl,rmse_rcl,rmse_single
cross,0.0032627539901127814,0.0025915366388597947,7.282371777656613e-05,0.0216685241865551,0.05712052161975398,0.05090713740586672,0.008533681373039781,0.14720232398489874
self,0.0864826446526272,0.42833568298502656,0.003985075438319521,0.16238695207488035,0.29407931694124156,0.6544735922747583,0.0631274539191905,0.40297264432574126
