type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.0087274346357103,0.03591925739577015,0.01609283669198705,0.101846856567214
self,0.0368522832558704,0.3527778097888621,0.1800105104071319,0.2160937902054011
