,J,K,M,dg,seed,mse_deep,mae_deep,mse_rcl,mae_rcl,mse_mnl,mae_mnl,mse_single,mae_single,mse_random,mae_random
0,5,0,100,rcl_log_fe,7456,0.006194796530938756,0.012769950233358777,0.02752185769181151,0.03738267627857256,0.059387442678926164,0.061764380226159765,0.014002921238377826,0.0298067181153347,0.10654632743904256,0.16903881524428319
0,5,0,100,rcl_log_fe,145609,0.006404038972119675,0.016760063475420448,0.02423347057343942,0.03215790845970928,0.05783221527725863,0.05101055048978432,0.031855808687147776,0.072305184997871,0.10173657659003356,0.16469147435769335
0,5,0,100,rcl_log_fe,214341,0.007360974688818477,0.02156869416347674,0.02524488547294692,0.030984897657437862,0.05409943340032489,0.04571070312245801,0.04249478948251079,0.09786476886120195,0.1187164972085141,0.19012631317735865
0,5,0,100,rcl_log_fe,237639,0.004094781061961199,0.009538610652041571,0.029620263604167755,0.039428459288667034,0.05286702956699009,0.045839583688245845,0.01717681060586262,0.04135312230909403,0.08585408153699374,0.13665815713781276
0,5,0,100,rcl_log_fe,148649,0.004094184102525883,0.010032526550803009,0.03046407889045447,0.04388360686117389,0.053797413673731365,0.044881663014497086,0.03405860626078729,0.08604454926550333,0.07716334371850053,0.12799259323110068
0,5,0,100,rcl_log_fe,763490,0.007223604604821153,0.020268676014679857,0.027440399504944434,0.035314928444524614,0.05628597917062115,0.04718899509317382,0.020167407958131923,0.04121517026681418,0.10895696887703035,0.16346757067937218
0,5,0,100,rcl_log_fe,677253,0.0031878702749980033,0.0067397280829350386,0.024141860789292032,0.032921039742725866,0.050829497060584525,0.03532005631795844,0.016812671116210716,0.0449457323233655,0.07671856846108026,0.11946914194603082
0,5,0,100,rcl_log_fe,560404,0.003555323511763649,0.0075943277206702775,0.027030050810566583,0.04132357161661418,0.055014577136357046,0.046506553229328826,0.01639645669156015,0.04774357709589506,0.08372563197035879,0.13534584046062034
0,5,0,100,rcl_log_fe,591830,0.004801351204771614,0.009482848271631652,0.029785849803587193,0.042277019656561256,0.06270460377787379,0.06838371976260192,0.03160225733332537,0.07997596197160871,0.11345868763846101,0.16114827018051459
0,5,0,100,rcl_log_fe,84947,0.005305481430709992,0.011399540476015374,0.025790368244269234,0.034822652847344815,0.05239282737703685,0.04292365594843828,0.0292770291048034,0.07002354807179925,0.09957791097830264,0.15412199027650522
0,5,0,100,rcl_log_fe,26672,0.006511016739608094,0.02399864275943891,0.025675203590133932,0.03784364900577277,0.04944161855802359,0.040596595323198086,0.020648479590823565,0.0605405341647816,0.07251119382059183,0.1231435230435336
0,5,0,100,rcl_log_fe,184535,0.0023342650326993258,0.0038328809911793976,0.028676852639440042,0.0393888259600458,0.05653129987774835,0.047144198127050854,0.026778367299177708,0.07394376366408732,0.08483071985142747,0.1280202377985653
0,5,0,100,rcl_log_fe,874369,0.0039109203375819026,0.00808792889964741,0.025267029800993157,0.03429024296640657,0.05646772076300618,0.047633622265757236,0.02559985392908344,0.055003742919520364,0.13303457244280167,0.1977497475616746
0,5,0,100,rcl_log_fe,39876,0.006425706295544522,0.01638631016358467,0.0324732278683464,0.045729662119666524,0.057920288301599426,0.04933304868111905,0.02684035880451964,0.06695353874502971,0.09450284609291904,0.15716518492553638
0,5,0,100,rcl_log_fe,738836,0.00889823231469055,0.025728857264836782,0.030466272707680642,0.04009219624284572,0.061217669012670936,0.05342748557770896,0.03550526013846288,0.07630380758028177,0.10440771871141274,0.16130940229632684
0,5,0,100,rcl_log_fe,100589,0.006304346637381108,0.013226054397753878,0.028132118584998266,0.040316782655561614,0.05439320360016826,0.048773162200249034,0.028934985024137667,0.07680965544661374,0.09595122707564402,0.14198836733983672
0,5,0,100,rcl_log_fe,812811,0.008769328337189752,0.025000254920305547,0.031298303194643814,0.04309993093783008,0.05376863788224827,0.050048631583694575,0.03596215202152899,0.09748641163104724,0.08231649403087152,0.13297708957837093
0,5,0,100,rcl_log_fe,75122,0.0034616408718557003,0.009995959156057815,0.02910408526654578,0.03876731212645576,0.06317597584270807,0.05577509930484917,0.02431103112056185,0.06840921742267714,0.09894079227818744,0.15675839435369474
0,5,0,100,rcl_log_fe,182935,0.012083898208934574,0.02974993366181688,0.03355843161080187,0.04558912790588982,0.06934389901732999,0.062207156446406044,0.039672422168797655,0.09434171621525765,0.10821603290414225,0.17057029007273192
0,5,0,100,rcl_log_fe,911677,0.005331376422967584,0.013991590599656064,0.028393500104140178,0.03597835916043967,0.060226973353327995,0.052476229113260144,0.02618509020160374,0.06466531701170479,0.11771686286695937,0.18875967982157088
