type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.0862068906426429,0.0042761527001857,0.0048663499765098,0.1884677857160568
self,0.3345833097783215,0.2066129278600892,0.2150015592575074,0.9266269414321228
