type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.041570929662863604,0.1904033171809481,0.3230568628111704,0.0197477113798451
self,0.05116485292320985,0.6236641980132189,0.3699277755830981,0.03129828091878535
