type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.05675422586630456,0.15243231365858495,0.14375980425865958,0.11681389824841838
self,0.13642779057213988,0.8106378410285415,0.4287533764232276,0.24514174921717788
