type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.022510980515336374,0.0012184520167190568,0.0004092341978989502,0.02621656495069853
self,0.03663049215270184,0.00510313501024789,0.0016851260263858645,0.026665983312881645
