type,mse_deep,mse_mnl,mse_rcl,mse_single,rmse_deep,rmse_mnl,rmse_rcl,rmse_single
cross,0.0015662842366866376,0.0128239140312009,0.0026067109403189724,0.05439003966195354,0.03957630903314049,0.11324272175818144,0.05105595891097309,0.23321672251781933
self,0.010281053097352456,0.6795667506193642,0.08909987551237239,0.32509975405596764,0.10139552799484036,0.8243583872439003,0.298496022607291,0.5701751959318887
