market_id,i,j,old_price,new_price,type,true_elasticity,pred_elasticity_deep,pred_elasticity_rcl,pred_elasticity_mnl,pred_elasticity_single,price_i,error_deep,error_rcl,error_mnl,error_single
0.0,0,0,2.752578461677181,3.0278363078448995,self,-0.6312397687755305,0.06962568,-0.6104615,-1.1176909,-0.40526113,2.752578461677181,0.7008654519043642,0.020778295310564632,-0.4864511520542425,0.22597863963467657
0.0,0,1,2.3834320744638284,2.3834320744638284,cross,0.02775138600578617,0.027366094,0.019397147,0.07473508,-0.12250741,2.752578461677181,-0.000385291714575995,-0.008354239005950202,0.04698369668016125,-0.1502587942670853
0.0,0,2,3.1206650290565894,3.1206650290565894,cross,-0.07395338622141825,-0.0071559534,-0.11762631,0.074734636,-0.01040076,2.752578461677181,0.06679743278060304,-0.04367292317341817,0.14868802187252986,0.06355262623388516
0.0,0,3,3.220862429569639,3.220862429569639,cross,-0.015901354814321436,-0.0070565897,-0.022494525,0.07473499,-0.15198122,2.752578461677181,0.008844765110314526,-0.0065931699030094965,0.09063634809330169,-0.13607986483499346
0.0,0,4,1.3229782187334718,1.3229782187334718,cross,0.061323937289976524,0.0113292,0.067797415,0.07473562,-0.11614308,2.752578461677181,-0.04999473717119639,0.006473477668500496,0.013411681837773873,-0.17746701490189976
0.0,0,5,3.344024051232714,3.344024051232714,cross,-0.018813410031741334,-0.007408176,-0.029854855,0.07473534,-0.13111804,2.752578461677181,0.011405233948623611,-0.011041444537097739,0.09354875348800964,-0.11230463422542267
0.0,0,6,2.556955294598383,2.556955294598383,cross,0.05355642273174718,0.029981112,0.043268807,0.07473526,-0.13060506,2.752578461677181,-0.02357531062411264,-0.01028761549936727,0.02117883876813456,-0.18416147961365179
0.0,0,7,1.1931203784758915,1.1931203784758915,cross,0.04051978469692742,0.011706229,0.03870265,0.07473516,-0.03528035,2.752578461677181,-0.028813555397620552,-0.0018171328385976487,0.034215372494825966,-0.07580013529264008
0.0,0,8,2.9267630235479283,2.9267630235479283,cross,-0.006487960755563664,-0.0058970577,-0.008650487,0.074735284,-0.047908198,2.752578461677181,0.0005909030472108596,-0.0021625265332690007,0.0812232446071872,-0.041420237332843855
0.0,0,9,0.19123626731007404,0.19123626731007404,cross,0.05682685473485415,0.011078422,0.059879616,0.07473536,0.019521628,2.752578461677181,-0.0457484327770633,0.003052761168046543,0.01790850362257535,-0.03730522715969508
1.0,0,0,0.5345778766291587,0.5880356642920745,self,-0.33979854321732356,-0.1837077,-0.36394316,-0.20535444,-0.048499543,0.5345778766291587,0.1560908440376742,-0.024144616362907156,0.13444410598530604,0.2912989999975188
1.0,0,1,1.8852029135105335,1.8852029135105335,cross,0.03924745195097266,0.024888093,0.045070052,0.037221223,-0.012590682,0.5345778766291587,-0.014359359299009423,0.005822600195938964,-0.002026228835051637,-0.05183813408500491
1.0,0,2,1.3542463276329402,1.3542463276329402,cross,0.05678536380861496,0.024018198,0.06604337,0.037221536,-0.016699132,0.5345778766291587,-0.032767165556890715,0.009258005663411867,-0.019563827768308867,-0.07348449538682197
1.0,0,3,3.099074067631892,3.099074067631892,cross,0.020086984134159495,0.010546844,0.018471418,0.037221264,-0.015356076,0.5345778766291587,-0.009540139681539942,-0.0016155661855558646,0.01713427995995481,-0.0354430600841264
1.0,0,4,0.6571349171656249,0.6571349171656249,cross,0.05000893093408567,0.019596182,0.055290546,0.037221257,-0.024788044,0.5345778766291587,-0.03041274912418348,0.005281615334139046,-0.012787674290551963,-0.07479697532714827
1.0,0,5,3.7105816181102296,3.7105816181102296,cross,0.018927425075227187,0.008562105,0.022176372,0.037221357,-0.023239562,0.5345778766291587,-0.010365320298725531,0.0032489468120990538,0.01829393215114458,-0.04216698736315386
1.0,0,6,3.4102841877357153,3.4102841877357153,cross,0.013348894496734922,0.0096674645,0.013613265,0.037221055,0.0045074048,0.5345778766291587,-0.003681429964776819,0.0002643705109993764,0.023872160981122666,-0.00884148974465925
1.0,0,7,2.2217604432214375,2.2217604432214375,cross,0.07975750692424528,0.018669607,0.08612197,0.037220255,0.02811983,0.5345778766291587,-0.06108789980647318,0.006364462000753954,-0.04253725238380186,-0.05163767650959246
1.0,0,8,0.5880078545148395,0.5880078545148395,cross,0.02852004065751573,0.019590855,0.031272583,0.037220847,0.013164757,0.5345778766291587,-0.008929186012740339,0.002752542052273547,0.008700806204085147,-0.015355283837909902
1.0,0,9,2.7477893860675358,2.7477893860675358,cross,0.0073035572678967296,0.009690844,0.0066698003,0.037221313,-0.015548539,0.5345778766291587,0.0023872871859745206,-0.0006337570049985228,0.029917755254991456,-0.02285209661584337
2.0,0,0,1.0854904919714037,1.194039541168544,self,-0.446085629226741,-0.3616945,-0.42670554,-0.43220174,-0.1296592,1.0854904919714037,0.08439111447530667,0.019380090000209016,0.013883886100825471,0.3164264235516159
2.0,0,1,2.032887630290599,2.032887630290599,cross,0.07953786294803263,0.024389321,0.061312385,0.055096004,0.016470212,1.0854904919714037,-0.05514854196354986,-0.018225478044601687,-0.024441858789774187,-0.0630676504586661
2.0,0,2,0.9633083454772229,0.9633083454772229,cross,0.06095213947333921,0.036202963,0.06713657,0.05509651,-0.008617325,1.0854904919714037,-0.024749176031728874,0.006184431337932457,-0.005855628675600182,-0.06956946422793497
2.0,0,3,0.9488014640422882,0.9488014640422882,cross,0.11429049068570536,0.036026765,0.0992359,0.05509637,-0.029452836,1.0854904919714037,-0.07826372602463168,-0.015054590939287363,-0.059194121448997675,-0.1437433268266956
2.0,0,4,3.4789370345118105,3.4789370345118105,cross,0.029643233215956084,0.01888953,0.025107166,0.055096403,-0.033996604,1.0854904919714037,-0.010753703585414283,-0.004536067417411201,0.02545316954836429,-0.06363983759894787
2.0,0,5,3.4810534124529804,3.4810534124529804,cross,0.037376823754804986,0.0223284,0.030816162,0.055096895,-0.07449893,1.0854904919714037,-0.015048424633043664,-0.006560661749738114,0.017720070747834785,-0.1118757528381523
