type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.0211779698336278,0.047557510772664804,0.0145543299645782,0.1675517026227879
self,0.07080154656783519,0.8305982712334714,0.18416252107433764,0.5464477940512562
