type,mse_deep,mse_mnl,mse_rcl,mse_single,rmse_deep,rmse_mnl,rmse_rcl,rmse_single
cross,0.009109595738360603,0.0693444639472427,0.06109037542646743,0.03371442537202505,0.09544420222496809,0.2633333703639603,0.24716467269103695,0.18361488330749512
self,0.07229909349025634,1.1261713775405449,0.3968290895548896,0.13360484374048887,0.2688849075166852,1.0612122207836399,0.6299437193550624,0.3655199635320742
