type,mse_deep,mse_mnl,mse_rcl,mse_single,rmse_deep,rmse_mnl,rmse_rcl,rmse_single
cross,0.0035820145336781122,0.005562747107999205,5.317913419230337e-05,0.014289440080220739,0.05984993344756628,0.07458382604827407,0.007292402497963436,0.11953844603398832
self,0.05746116459436734,0.18782991864414642,0.0009683410047141575,0.09937921849874258,0.23971058506951115,0.43339349169564884,0.031118178042972847,0.3152446962261896
