type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.13488217793843335,0.01074335737836705,0.0117981297753639,0.1967595294117927
self,0.2587512250532184,0.1414039318378153,0.1756632427804567,0.4554261582063685
