type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.026330972700506654,0.08266246850880403,0.17807128439373532,0.3925606078218459
self,0.09377932454790887,4.783643175919763,1.6940488774109421,0.7418486157068507
