type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.04050689614595525,0.1188362193186866,0.012027548868818067,0.07707764251122025
self,0.08500690062618038,0.9087730049517198,0.04745376874552283,0.18698946394724744
