type,ae_deep,ae_mnl,ae_rcl,ae_single
cross,0.0338940251713965,0.049201972537087094,0.00302836056200145,0.0616766788778018
self,0.1069146821765887,0.1478642875737933,0.0125603940459013,0.1801693555884947
