,true,pred_deep,pred_rcl,pred_mnl,pred_single,pred_random
0,0.1147124682529096,0.11471246,0.11846638,0.092768714,0.114710145,0.15072527776205957
1,0.09460803328741438,0.094608024,0.098403186,0.072240986,0.09461367,0.15072527776205957
2,0.15812456356223173,0.15812457,0.15807486,0.16876052,0.1581212,0.15072527776205957
3,0.18979667459573082,0.18979669,0.18729043,0.17982835,0.18979418,0.15072527776205957
4,0.14631539388248602,0.14631543,0.15034257,0.18319051,0.14631861,0.15072527776205957
5,0.2659405774297191,0.26594058,0.26870054,0.23408824,0.26593685,0.15072527776205957
6,0.17982599801147106,0.17982599,0.18279499,0.16325696,0.1798297,0.15072527776205957
7,0.15153426225325808,0.15153426,0.15405397,0.14660744,0.1515311,0.15072527776205957
8,0.07327703598753095,0.07327702,0.07521197,0.100192964,0.07327898,0.15072527776205957
9,0.1802879063166711,0.18028791,0.17664242,0.15699516,0.18028963,0.15072527776205957
10,0.08676509390401045,0.08676508,0.08721117,0.09583227,0.08676286,0.15072527776205957
11,0.11759407058121883,0.11759405,0.12376613,0.07480464,0.11759972,0.15072527776205957
12,0.2536033660958366,0.25360337,0.24594136,0.27282703,0.25359836,0.15072527776205957
13,0.08749120230665537,0.0874912,0.08788864,0.12174645,0.08748956,0.15072527776205957
14,0.10925366851116979,0.10925366,0.10625028,0.13360338,0.10925613,0.15072527776205957
15,0.1733762835855758,0.17337626,0.17149629,0.13170399,0.17337225,0.15072527776205957
16,0.08258916896264848,0.082589164,0.08118479,0.081456505,0.08258797,0.15072527776205957
17,0.2339467244328036,0.23394674,0.23799057,0.24338236,0.23394696,0.15072527776205957
18,0.0852619834543801,0.08526197,0.08348942,0.08580395,0.085261256,0.15072527776205957
19,0.25560945339535596,0.25560945,0.25932166,0.23148787,0.2556181,0.15072527776205957
20,0.058479849985289684,0.05847985,0.06140073,0.078241564,0.05848004,0.15072527776205957
21,0.057360166391767824,0.057360165,0.058608886,0.084958315,0.057367586,0.15072527776205957
22,0.15039036300546973,0.15039036,0.15268615,0.12587436,0.15038665,0.15072527776205957
23,0.24392807087234022,0.24392807,0.24253842,0.27303207,0.24392621,0.15072527776205957
24,0.2121032766039032,0.21210328,0.21319123,0.1705559,0.21210423,0.15072527776205957
25,0.16434685245751687,0.16434687,0.17556594,0.16421315,0.16434339,0.15072527776205957
26,0.2734961547045188,0.27349615,0.2692912,0.22767986,0.27350548,0.15072527776205957
27,0.1947158791449858,0.19471587,0.19104403,0.11454701,0.19471236,0.15072527776205957
28,0.10892065049185685,0.108920656,0.107963525,0.110067,0.10891961,0.15072527776205957
29,0.1124499016329757,0.11244989,0.110459566,0.16657527,0.11245173,0.15072527776205957
30,0.074216286254494,0.07421629,0.074890755,0.12148752,0.07421398,0.15072527776205957
31,0.10555324628585426,0.10555324,0.10706093,0.082722455,0.105558604,0.15072527776205957
32,0.17409133066304888,0.17409134,0.17039628,0.16988908,0.1740871,0.15072527776205957
33,0.14391370869394543,0.14391373,0.1423058,0.12840736,0.14391029,0.15072527776205957
34,0.13244692755897894,0.13244691,0.12837762,0.19587617,0.13245055,0.15072527776205957
35,0.19125235504136417,0.19125235,0.18949893,0.18734011,0.19124866,0.15072527776205957
36,0.13220773834156516,0.13220772,0.13232414,0.101352006,0.13221253,0.15072527776205957
37,0.2332024806937364,0.23320249,0.23050068,0.26226494,0.23319915,0.15072527776205957
38,0.08232088839196249,0.082320884,0.079469115,0.108734354,0.08231821,0.15072527776205957
39,0.0805731231655034,0.080573104,0.08303545,0.08123594,0.080574445,0.15072527776205957
40,0.08626966480383819,0.086269654,0.08372387,0.1552301,0.086267605,0.15072527776205957
41,0.1689603616662691,0.16896035,0.16807157,0.17722173,0.16896604,0.15072527776205957
42,0.09778619634279138,0.097786196,0.09782503,0.11098113,0.097784095,0.15072527776205957
43,0.09457811258526791,0.0945781,0.09832241,0.09809265,0.09457748,0.15072527776205957
44,0.09159667889331606,0.09159668,0.09198911,0.12172241,0.091598436,0.15072527776205957
45,0.16283588249250788,0.1628359,0.16165425,0.14905128,0.1628333,0.15072527776205957
46,0.2714285950373747,0.27142859,0.26937017,0.17854504,0.27143678,0.15072527776205957
47,0.21977582656680297,0.21977583,0.21952075,0.22388253,0.21977183,0.15072527776205957
48,0.08090481889468724,0.080904804,0.084987886,0.07058553,0.080903076,0.15072527776205957
49,0.08919532481072187,0.08919533,0.08703281,0.16838856,0.08919743,0.15072527776205957
50,0.11311934821832048,0.11311935,0.11361855,0.12442087,0.11311506,0.15072527776205957
51,0.08164077027147029,0.081640765,0.08284916,0.10614558,0.08163824,0.15072527776205957
52,0.0882261809961694,0.08822618,0.088082515,0.083509795,0.088225536,0.15072527776205957
53,0.12388760277803622,0.12388761,0.12599055,0.10407743,0.1238867,0.15072527776205957
54,0.3150461227177078,0.31504613,0.30890855,0.29433602,0.31505367,0.15072527776205957
55,0.12009136406553443,0.12009136,0.12237905,0.12505963,0.1200881,0.15072527776205957
56,0.19185709365696713,0.1918571,0.1920842,0.14585711,0.1918641,0.15072527776205957
57,0.17443180836740976,0.17443183,0.1762923,0.17048456,0.17442717,0.15072527776205957
58,0.09980849288000782,0.09980849,0.09914223,0.13626495,0.09980633,0.15072527776205957
59,0.2112847085321533,0.2112847,0.21172492,0.19070269,0.21128625,0.15072527776205957
60,0.12705297811856586,0.12705296,0.12593046,0.16933821,0.12705041,0.15072527776205957
61,0.20898572703974813,0.20898572,0.20534028,0.15867555,0.20899296,0.15072527776205957
62,0.1268172155400284,0.1268172,0.12911402,0.08051145,0.1268145,0.15072527776205957
63,0.15477158226768958,0.1547716,0.1526773,0.19981764,0.15476955,0.15072527776205957
64,0.09864239002022965,0.098642394,0.0960463,0.13539486,0.09864437,0.15072527776205957
65,0.3023143431327782,0.30231437,0.30632856,0.213339,0.3023087,0.15072527776205957
66,0.04093982007488358,0.040939808,0.03897749,0.08870547,0.040954035,0.15072527776205957
67,0.07300218858716284,0.0730022,0.07520656,0.0644398,0.07299753,0.15072527776205957
68,0.08159767272955464,0.08159767,0.080777586,0.09783723,0.08159133,0.15072527776205957
69,0.2684529362479208,0.2684529,0.26783258,0.27955535,0.26845405,0.15072527776205957
70,0.13167359330731496,0.13167357,0.13223866,0.09053772,0.13166991,0.15072527776205957
71,0.26307674168097517,0.26307675,0.2618498,0.26521745,0.26308236,0.15072527776205957
72,0.18947048552595097,0.18947048,0.19371141,0.16462901,0.18946578,0.15072527776205957
73,0.10822495685328012,0.108224966,0.10662739,0.17555903,0.108224824,0.15072527776205957
74,0.07577760564421503,0.07577759,0.07441748,0.07374095,0.075777054,0.15072527776205957
75,0.18905400391318714,0.189054,0.18476897,0.16019253,0.18905139,0.15072527776205957
76,0.22485390261254884,0.2248539,0.23245773,0.24121206,0.22486228,0.15072527776205957
77,0.24447091263342827,0.2444709,0.24236909,0.21341664,0.24446556,0.15072527776205957
78,0.07217037979153815,0.07217037,0.074898586,0.095383875,0.072171904,0.15072527776205957
79,0.07092269137709116,0.070922695,0.07132189,0.059539292,0.070924096,0.15072527776205957
80,0.1332641222332728,0.13326414,0.13503532,0.18695414,0.13326107,0.15072527776205957
81,0.24372141727174002,0.24372143,0.24226484,0.18256168,0.24372979,0.15072527776205957
82,0.09733918550246441,0.09733917,0.09987658,0.121864155,0.09733668,0.15072527776205957
83,0.1239848769355277,0.12398487,0.123873435,0.12106706,0.123983346,0.15072527776205957
84,0.21505277112883955,0.21505278,0.21872336,0.16811123,0.21505563,0.15072527776205957
85,0.24530354800121731,0.24530353,0.2439475,0.20093203,0.24529907,0.15072527776205957
86,0.12176226590161614,0.12176226,0.11610681,0.18212289,0.1217679,0.15072527776205957
87,0.10440024378331358,0.10440025,0.10084996,0.0646876,0.10439787,0.15072527776205957
88,0.19582614205124982,0.19582614,0.20058808,0.19551454,0.19582404,0.15072527776205957
89,0.11566532615475544,0.11566532,0.11431535,0.1168765,0.11566772,0.15072527776205957
90,0.07502384503693497,0.07502386,0.07424509,0.15115859,0.07502036,0.15072527776205957
91,0.08547869895150914,0.08547869,0.08178661,0.07591086,0.08547728,0.15072527776205957
92,0.19350828198740241,0.1935083,0.19529213,0.18716781,0.19350405,0.15072527776205957
93,0.08745913490245734,0.0874591,0.086681865,0.084302194,0.08745846,0.15072527776205957
94,0.2227657763668741,0.22276576,0.22192308,0.23164923,0.222772,0.15072527776205957
