type,mse_deep,mse_mnl,mse_rcl,mse_single,rmse_deep,rmse_mnl,rmse_rcl,rmse_single
cross,0.005682947816314113,0.005564126623414873,5.497566299801593e-05,0.014294405936264411,0.07538532891958563,0.0745930735619258,0.007414557505206628,0.11955921518755637
self,0.06655358692835336,0.18769045004360974,0.0010148384523149768,0.09959049730280302,0.25797981883929094,0.43323255884525774,0.031856529194420675,0.3155796211779256
